"geoid","geoname","total"
"1500000US421010062001","Block Group 1, Census Tract 62, Philadelphia County, Pennsylvania","1036"
"1500000US421010062002","Block Group 2, Census Tract 62, Philadelphia County, Pennsylvania","991"
"1500000US421010062003","Block Group 3, Census Tract 62, Philadelphia County, Pennsylvania","913"
"1500000US421010062004","Block Group 4, Census Tract 62, Philadelphia County, Pennsylvania","1558"
"1500000US421010063001","Block Group 1, Census Tract 63, Philadelphia County, Pennsylvania","686"
"1500000US421010063002","Block Group 2, Census Tract 63, Philadelphia County, Pennsylvania","965"
"1500000US421010063003","Block Group 3, Census Tract 63, Philadelphia County, Pennsylvania","902"
"1500000US421010063004","Block Group 4, Census Tract 63, Philadelphia County, Pennsylvania","1469"
"1500000US421010064001","Block Group 1, Census Tract 64, Philadelphia County, Pennsylvania","1340"
"1500000US421010064002","Block Group 2, Census Tract 64, Philadelphia County, Pennsylvania","1235"
"1500000US421010064003","Block Group 3, Census Tract 64, Philadelphia County, Pennsylvania","1974"
"1500000US421010065001","Block Group 1, Census Tract 65, Philadelphia County, Pennsylvania","1486"
"1500000US421010065002","Block Group 2, Census Tract 65, Philadelphia County, Pennsylvania","1167"
"1500000US421010065003","Block Group 3, Census Tract 65, Philadelphia County, Pennsylvania","2010"
"1500000US421010066001","Block Group 1, Census Tract 66, Philadelphia County, Pennsylvania","875"
"1500000US421010066002","Block Group 2, Census Tract 66, Philadelphia County, Pennsylvania","1233"
"1500000US421010066003","Block Group 3, Census Tract 66, Philadelphia County, Pennsylvania","1484"
"1500000US421010067001","Block Group 1, Census Tract 67, Philadelphia County, Pennsylvania","1413"
"1500000US421010067002","Block Group 2, Census Tract 67, Philadelphia County, Pennsylvania","1290"
"1500000US421010067003","Block Group 3, Census Tract 67, Philadelphia County, Pennsylvania","2942"
"1500000US421010067004","Block Group 4, Census Tract 67, Philadelphia County, Pennsylvania","1805"
"1500000US421010070001","Block Group 1, Census Tract 70, Philadelphia County, Pennsylvania","932"
"1500000US421010070002","Block Group 2, Census Tract 70, Philadelphia County, Pennsylvania","714"
"1500000US421010070003","Block Group 3, Census Tract 70, Philadelphia County, Pennsylvania","824"
"1500000US421010070004","Block Group 4, Census Tract 70, Philadelphia County, Pennsylvania","614"
"1500000US421010070005","Block Group 5, Census Tract 70, Philadelphia County, Pennsylvania","808"
"1500000US421010071011","Block Group 1, Census Tract 71.01, Philadelphia County, Pennsylvania","822"
"1500000US421010071012","Block Group 2, Census Tract 71.01, Philadelphia County, Pennsylvania","888"
"1500000US421010071013","Block Group 3, Census Tract 71.01, Philadelphia County, Pennsylvania","727"
"1500000US421010071021","Block Group 1, Census Tract 71.02, Philadelphia County, Pennsylvania","972"
"1500000US421010071022","Block Group 2, Census Tract 71.02, Philadelphia County, Pennsylvania","1161"
"1500000US421010071023","Block Group 3, Census Tract 71.02, Philadelphia County, Pennsylvania","922"
"1500000US421010071024","Block Group 4, Census Tract 71.02, Philadelphia County, Pennsylvania","827"
"1500000US421010071025","Block Group 5, Census Tract 71.02, Philadelphia County, Pennsylvania","792"
"1500000US421010072001","Block Group 1, Census Tract 72, Philadelphia County, Pennsylvania","891"
"1500000US421010072002","Block Group 2, Census Tract 72, Philadelphia County, Pennsylvania","728"
"1500000US421010072003","Block Group 3, Census Tract 72, Philadelphia County, Pennsylvania","572"
"1500000US421010072004","Block Group 4, Census Tract 72, Philadelphia County, Pennsylvania","640"
"1500000US421010072005","Block Group 5, Census Tract 72, Philadelphia County, Pennsylvania","743"
"1500000US421010072006","Block Group 6, Census Tract 72, Philadelphia County, Pennsylvania","928"
"1500000US421010073001","Block Group 1, Census Tract 73, Philadelphia County, Pennsylvania","900"
"1500000US421010073002","Block Group 2, Census Tract 73, Philadelphia County, Pennsylvania","782"
"1500000US421010073003","Block Group 3, Census Tract 73, Philadelphia County, Pennsylvania","645"
"1500000US421010073004","Block Group 4, Census Tract 73, Philadelphia County, Pennsylvania","880"
"1500000US421010074001","Block Group 1, Census Tract 74, Philadelphia County, Pennsylvania","659"
"1500000US421010074002","Block Group 2, Census Tract 74, Philadelphia County, Pennsylvania","720"
"1500000US421010074003","Block Group 3, Census Tract 74, Philadelphia County, Pennsylvania","725"
"1500000US421010074004","Block Group 4, Census Tract 74, Philadelphia County, Pennsylvania","1471"
"1500000US421010074005","Block Group 5, Census Tract 74, Philadelphia County, Pennsylvania","650"
"1500000US421010077001","Block Group 1, Census Tract 77, Philadelphia County, Pennsylvania","1667"
"1500000US421010077002","Block Group 2, Census Tract 77, Philadelphia County, Pennsylvania","635"
"1500000US421010078001","Block Group 1, Census Tract 78, Philadelphia County, Pennsylvania","893"
"1500000US421010078002","Block Group 2, Census Tract 78, Philadelphia County, Pennsylvania","543"
"1500000US421010078003","Block Group 3, Census Tract 78, Philadelphia County, Pennsylvania","836"
"1500000US421010078004","Block Group 4, Census Tract 78, Philadelphia County, Pennsylvania","969"
"1500000US421010078005","Block Group 5, Census Tract 78, Philadelphia County, Pennsylvania","1117"
"1500000US421010079001","Block Group 1, Census Tract 79, Philadelphia County, Pennsylvania","1078"
"1500000US421010079002","Block Group 2, Census Tract 79, Philadelphia County, Pennsylvania","1457"
"1500000US421010079003","Block Group 3, Census Tract 79, Philadelphia County, Pennsylvania","1073"
"1500000US421010079004","Block Group 4, Census Tract 79, Philadelphia County, Pennsylvania","1114"
"1500000US421010080001","Block Group 1, Census Tract 80, Philadelphia County, Pennsylvania","1068"
"1500000US421010080002","Block Group 2, Census Tract 80, Philadelphia County, Pennsylvania","933"
"1500000US421010080003","Block Group 3, Census Tract 80, Philadelphia County, Pennsylvania","746"
"1500000US421010080004","Block Group 4, Census Tract 80, Philadelphia County, Pennsylvania","1195"
"1500000US421010081011","Block Group 1, Census Tract 81.01, Philadelphia County, Pennsylvania","1051"
"1500000US421010081012","Block Group 2, Census Tract 81.01, Philadelphia County, Pennsylvania","1664"
"1500000US421010081021","Block Group 1, Census Tract 81.02, Philadelphia County, Pennsylvania","858"
"1500000US421010081022","Block Group 2, Census Tract 81.02, Philadelphia County, Pennsylvania","869"
"1500000US421010081023","Block Group 3, Census Tract 81.02, Philadelphia County, Pennsylvania","1455"
"1500000US421010081024","Block Group 4, Census Tract 81.02, Philadelphia County, Pennsylvania","1852"
"1500000US421010082001","Block Group 1, Census Tract 82, Philadelphia County, Pennsylvania","1015"
"1500000US421010082002","Block Group 2, Census Tract 82, Philadelphia County, Pennsylvania","1047"
"1500000US421010082003","Block Group 3, Census Tract 82, Philadelphia County, Pennsylvania","1104"
"1500000US421010082004","Block Group 4, Census Tract 82, Philadelphia County, Pennsylvania","787"
"1500000US421010082005","Block Group 5, Census Tract 82, Philadelphia County, Pennsylvania","729"
"1500000US421010082006","Block Group 6, Census Tract 82, Philadelphia County, Pennsylvania","1370"
"1500000US421010082007","Block Group 7, Census Tract 82, Philadelphia County, Pennsylvania","883"
"1500000US421010083011","Block Group 1, Census Tract 83.01, Philadelphia County, Pennsylvania","1276"
"1500000US421010083012","Block Group 2, Census Tract 83.01, Philadelphia County, Pennsylvania","1797"
"1500000US421010083013","Block Group 3, Census Tract 83.01, Philadelphia County, Pennsylvania","1237"
"1500000US421010083021","Block Group 1, Census Tract 83.02, Philadelphia County, Pennsylvania","983"
"1500000US421010083022","Block Group 2, Census Tract 83.02, Philadelphia County, Pennsylvania","1982"
"1500000US421010083023","Block Group 3, Census Tract 83.02, Philadelphia County, Pennsylvania","990"
"1500000US421010083024","Block Group 4, Census Tract 83.02, Philadelphia County, Pennsylvania","1043"
"1500000US421010084001","Block Group 1, Census Tract 84, Philadelphia County, Pennsylvania","1107"
"1500000US421010084002","Block Group 2, Census Tract 84, Philadelphia County, Pennsylvania","809"
"1500000US421010084003","Block Group 3, Census Tract 84, Philadelphia County, Pennsylvania","640"
"1500000US421010084004","Block Group 4, Census Tract 84, Philadelphia County, Pennsylvania","762"
"1500000US421010084005","Block Group 5, Census Tract 84, Philadelphia County, Pennsylvania","723"
"1500000US421010084006","Block Group 6, Census Tract 84, Philadelphia County, Pennsylvania","570"
"1500000US421010085001","Block Group 1, Census Tract 85, Philadelphia County, Pennsylvania","660"
"1500000US421010085002","Block Group 2, Census Tract 85, Philadelphia County, Pennsylvania","891"
"1500000US421010085003","Block Group 3, Census Tract 85, Philadelphia County, Pennsylvania","887"
"1500000US421010085004","Block Group 4, Census Tract 85, Philadelphia County, Pennsylvania","782"
"1500000US421010085005","Block Group 5, Census Tract 85, Philadelphia County, Pennsylvania","1239"
"1500000US421010085006","Block Group 6, Census Tract 85, Philadelphia County, Pennsylvania","1009"
"1500000US421010085007","Block Group 7, Census Tract 85, Philadelphia County, Pennsylvania","1305"
"1500000US421010086011","Block Group 1, Census Tract 86.01, Philadelphia County, Pennsylvania","1149"
"1500000US421010086012","Block Group 2, Census Tract 86.01, Philadelphia County, Pennsylvania","2063"
"1500000US421010086021","Block Group 1, Census Tract 86.02, Philadelphia County, Pennsylvania","1419"
"1500000US421010086022","Block Group 2, Census Tract 86.02, Philadelphia County, Pennsylvania","1192"
"1500000US421010086023","Block Group 3, Census Tract 86.02, Philadelphia County, Pennsylvania","841"
"1500000US421010087011","Block Group 1, Census Tract 87.01, Philadelphia County, Pennsylvania","1192"
"1500000US421010087012","Block Group 2, Census Tract 87.01, Philadelphia County, Pennsylvania","1229"
"1500000US421010087013","Block Group 3, Census Tract 87.01, Philadelphia County, Pennsylvania","1926"
"1500000US421010087021","Block Group 1, Census Tract 87.02, Philadelphia County, Pennsylvania","770"
"1500000US421010087022","Block Group 2, Census Tract 87.02, Philadelphia County, Pennsylvania","1183"
"1500000US421010087023","Block Group 3, Census Tract 87.02, Philadelphia County, Pennsylvania","1488"
"1500000US421010088011","Block Group 1, Census Tract 88.01, Philadelphia County, Pennsylvania","1600"
"1500000US421010088021","Block Group 1, Census Tract 88.02, Philadelphia County, Pennsylvania","1023"
"1500000US421010088022","Block Group 2, Census Tract 88.02, Philadelphia County, Pennsylvania","1431"
"1500000US421010088023","Block Group 3, Census Tract 88.02, Philadelphia County, Pennsylvania","1179"
"1500000US421010088024","Block Group 4, Census Tract 88.02, Philadelphia County, Pennsylvania","1820"
"1500000US421010088025","Block Group 5, Census Tract 88.02, Philadelphia County, Pennsylvania","1127"
"1500000US421010090001","Block Group 1, Census Tract 90, Philadelphia County, Pennsylvania","2323"
"1500000US421010090002","Block Group 2, Census Tract 90, Philadelphia County, Pennsylvania","1900"
"1500000US421010090003","Block Group 3, Census Tract 90, Philadelphia County, Pennsylvania","3471"
"1500000US421010091001","Block Group 1, Census Tract 91, Philadelphia County, Pennsylvania","983"
"1500000US421010091002","Block Group 2, Census Tract 91, Philadelphia County, Pennsylvania","1397"
"1500000US421010091003","Block Group 3, Census Tract 91, Philadelphia County, Pennsylvania","1554"
"1500000US421010092001","Block Group 1, Census Tract 92, Philadelphia County, Pennsylvania","1773"
"1500000US421010092002","Block Group 2, Census Tract 92, Philadelphia County, Pennsylvania","2201"
"1500000US421010093001","Block Group 1, Census Tract 93, Philadelphia County, Pennsylvania","599"
"1500000US421010093002","Block Group 2, Census Tract 93, Philadelphia County, Pennsylvania","890"
"1500000US421010093003","Block Group 3, Census Tract 93, Philadelphia County, Pennsylvania","741"
"1500000US421010093004","Block Group 4, Census Tract 93, Philadelphia County, Pennsylvania","799"
"1500000US421010093005","Block Group 5, Census Tract 93, Philadelphia County, Pennsylvania","1232"
"1500000US421010094001","Block Group 1, Census Tract 94, Philadelphia County, Pennsylvania","626"
"1500000US421010094002","Block Group 2, Census Tract 94, Philadelphia County, Pennsylvania","1258"
"1500000US421010094003","Block Group 3, Census Tract 94, Philadelphia County, Pennsylvania","592"
"1500000US421010094004","Block Group 4, Census Tract 94, Philadelphia County, Pennsylvania","1290"
"1500000US421010095001","Block Group 1, Census Tract 95, Philadelphia County, Pennsylvania","684"
"1500000US421010095002","Block Group 2, Census Tract 95, Philadelphia County, Pennsylvania","845"
"1500000US421010095003","Block Group 3, Census Tract 95, Philadelphia County, Pennsylvania","1760"
"1500000US421010096001","Block Group 1, Census Tract 96, Philadelphia County, Pennsylvania","1197"
"1500000US421010096002","Block Group 2, Census Tract 96, Philadelphia County, Pennsylvania","752"
"1500000US421010096003","Block Group 3, Census Tract 96, Philadelphia County, Pennsylvania","867"
"1500000US421010096004","Block Group 4, Census Tract 96, Philadelphia County, Pennsylvania","734"
"1500000US421010096005","Block Group 5, Census Tract 96, Philadelphia County, Pennsylvania","725"
"1500000US421010098011","Block Group 1, Census Tract 98.01, Philadelphia County, Pennsylvania","1029"
"1500000US421010098012","Block Group 2, Census Tract 98.01, Philadelphia County, Pennsylvania","1177"
"1500000US421010098021","Block Group 1, Census Tract 98.02, Philadelphia County, Pennsylvania","1848"
"1500000US421010098022","Block Group 2, Census Tract 98.02, Philadelphia County, Pennsylvania","1968"
"1500000US421010098023","Block Group 3, Census Tract 98.02, Philadelphia County, Pennsylvania","1679"
"1500000US421010100001","Block Group 1, Census Tract 100, Philadelphia County, Pennsylvania","1389"
"1500000US421010100002","Block Group 2, Census Tract 100, Philadelphia County, Pennsylvania","711"
"1500000US421010100003","Block Group 3, Census Tract 100, Philadelphia County, Pennsylvania","679"
"1500000US421010100004","Block Group 4, Census Tract 100, Philadelphia County, Pennsylvania","1618"
"1500000US421010101001","Block Group 1, Census Tract 101, Philadelphia County, Pennsylvania","845"
"1500000US421010101002","Block Group 2, Census Tract 101, Philadelphia County, Pennsylvania","813"
"1500000US421010101003","Block Group 3, Census Tract 101, Philadelphia County, Pennsylvania","701"
"1500000US421010101004","Block Group 4, Census Tract 101, Philadelphia County, Pennsylvania","922"
"1500000US421010101005","Block Group 5, Census Tract 101, Philadelphia County, Pennsylvania","676"
"1500000US421010101006","Block Group 6, Census Tract 101, Philadelphia County, Pennsylvania","971"
"1500000US421010101007","Block Group 7, Census Tract 101, Philadelphia County, Pennsylvania","712"
"1500000US421010102001","Block Group 1, Census Tract 102, Philadelphia County, Pennsylvania","766"
"1500000US421010102002","Block Group 2, Census Tract 102, Philadelphia County, Pennsylvania","1040"
"1500000US421010102003","Block Group 3, Census Tract 102, Philadelphia County, Pennsylvania","1341"
"1500000US421010103001","Block Group 1, Census Tract 103, Philadelphia County, Pennsylvania","1329"
"1500000US421010103002","Block Group 2, Census Tract 103, Philadelphia County, Pennsylvania","1243"
"1500000US421010104001","Block Group 1, Census Tract 104, Philadelphia County, Pennsylvania","1455"
"1500000US421010104002","Block Group 2, Census Tract 104, Philadelphia County, Pennsylvania","873"
"1500000US421010104003","Block Group 3, Census Tract 104, Philadelphia County, Pennsylvania","1245"
"1500000US421010105001","Block Group 1, Census Tract 105, Philadelphia County, Pennsylvania","1604"
"1500000US421010105002","Block Group 2, Census Tract 105, Philadelphia County, Pennsylvania","1759"
"1500000US421010106001","Block Group 1, Census Tract 106, Philadelphia County, Pennsylvania","685"
"1500000US421010106002","Block Group 2, Census Tract 106, Philadelphia County, Pennsylvania","791"
"1500000US421010107001","Block Group 1, Census Tract 107, Philadelphia County, Pennsylvania","1219"
"1500000US421010107002","Block Group 2, Census Tract 107, Philadelphia County, Pennsylvania","1013"
"1500000US421010107003","Block Group 3, Census Tract 107, Philadelphia County, Pennsylvania","1247"
"1500000US421010108001","Block Group 1, Census Tract 108, Philadelphia County, Pennsylvania","1557"
"1500000US421010108002","Block Group 2, Census Tract 108, Philadelphia County, Pennsylvania","1190"
"1500000US421010108003","Block Group 3, Census Tract 108, Philadelphia County, Pennsylvania","1189"
"1500000US421010109001","Block Group 1, Census Tract 109, Philadelphia County, Pennsylvania","1029"
"1500000US421010109002","Block Group 2, Census Tract 109, Philadelphia County, Pennsylvania","639"
"1500000US421010109003","Block Group 3, Census Tract 109, Philadelphia County, Pennsylvania","973"
"1500000US421010110001","Block Group 1, Census Tract 110, Philadelphia County, Pennsylvania","551"
"1500000US421010110002","Block Group 2, Census Tract 110, Philadelphia County, Pennsylvania","797"
"1500000US421010110003","Block Group 3, Census Tract 110, Philadelphia County, Pennsylvania","872"
"1500000US421010110004","Block Group 4, Census Tract 110, Philadelphia County, Pennsylvania","1158"
"1500000US421010111001","Block Group 1, Census Tract 111, Philadelphia County, Pennsylvania","516"
"1500000US421010111002","Block Group 2, Census Tract 111, Philadelphia County, Pennsylvania","1034"
"1500000US421010111003","Block Group 3, Census Tract 111, Philadelphia County, Pennsylvania","754"
"1500000US421010111004","Block Group 4, Census Tract 111, Philadelphia County, Pennsylvania","1233"
"1500000US421010112001","Block Group 1, Census Tract 112, Philadelphia County, Pennsylvania","644"
"1500000US421010112002","Block Group 2, Census Tract 112, Philadelphia County, Pennsylvania","779"
"1500000US421010112003","Block Group 3, Census Tract 112, Philadelphia County, Pennsylvania","829"
"1500000US421010112004","Block Group 4, Census Tract 112, Philadelphia County, Pennsylvania","933"
"1500000US421010112005","Block Group 5, Census Tract 112, Philadelphia County, Pennsylvania","792"
"1500000US421010112006","Block Group 6, Census Tract 112, Philadelphia County, Pennsylvania","782"
"1500000US421010112007","Block Group 7, Census Tract 112, Philadelphia County, Pennsylvania","839"
"1500000US421010113001","Block Group 1, Census Tract 113, Philadelphia County, Pennsylvania","1042"
"1500000US421010113002","Block Group 2, Census Tract 113, Philadelphia County, Pennsylvania","809"
"1500000US421010113003","Block Group 3, Census Tract 113, Philadelphia County, Pennsylvania","983"
"1500000US421010114001","Block Group 1, Census Tract 114, Philadelphia County, Pennsylvania","1213"
"1500000US421010114002","Block Group 2, Census Tract 114, Philadelphia County, Pennsylvania","772"
"1500000US421010114003","Block Group 3, Census Tract 114, Philadelphia County, Pennsylvania","846"
"1500000US421010114004","Block Group 4, Census Tract 114, Philadelphia County, Pennsylvania","898"
"1500000US421010114005","Block Group 5, Census Tract 114, Philadelphia County, Pennsylvania","1603"
"1500000US421010114006","Block Group 6, Census Tract 114, Philadelphia County, Pennsylvania","988"
"1500000US421010115001","Block Group 1, Census Tract 115, Philadelphia County, Pennsylvania","858"
"1500000US421010115002","Block Group 2, Census Tract 115, Philadelphia County, Pennsylvania","1174"
"1500000US421010115003","Block Group 3, Census Tract 115, Philadelphia County, Pennsylvania","1127"
"1500000US421010115004","Block Group 4, Census Tract 115, Philadelphia County, Pennsylvania","945"
"1500000US421010117001","Block Group 1, Census Tract 117, Philadelphia County, Pennsylvania","999"
"1500000US421010117002","Block Group 2, Census Tract 117, Philadelphia County, Pennsylvania","894"
"1500000US421010118001","Block Group 1, Census Tract 118, Philadelphia County, Pennsylvania","736"
"1500000US421010118002","Block Group 2, Census Tract 118, Philadelphia County, Pennsylvania","1039"
"1500000US421010118003","Block Group 3, Census Tract 118, Philadelphia County, Pennsylvania","1138"
"1500000US421010118004","Block Group 4, Census Tract 118, Philadelphia County, Pennsylvania","574"
"1500000US421010118005","Block Group 5, Census Tract 118, Philadelphia County, Pennsylvania","1324"
"1500000US421010118006","Block Group 6, Census Tract 118, Philadelphia County, Pennsylvania","680"
"1500000US421010119001","Block Group 1, Census Tract 119, Philadelphia County, Pennsylvania","1291"
"1500000US421010119002","Block Group 2, Census Tract 119, Philadelphia County, Pennsylvania","1685"
"1500000US421010119003","Block Group 3, Census Tract 119, Philadelphia County, Pennsylvania","916"
"1500000US421010119004","Block Group 4, Census Tract 119, Philadelphia County, Pennsylvania","548"
"1500000US421010119005","Block Group 5, Census Tract 119, Philadelphia County, Pennsylvania","576"
"1500000US421010120001","Block Group 1, Census Tract 120, Philadelphia County, Pennsylvania","1943"
"1500000US421010121001","Block Group 1, Census Tract 121, Philadelphia County, Pennsylvania","1610"
"1500000US421010121002","Block Group 2, Census Tract 121, Philadelphia County, Pennsylvania","1207"
"1500000US421010122011","Block Group 1, Census Tract 122.01, Philadelphia County, Pennsylvania","1237"
"1500000US421010122012","Block Group 2, Census Tract 122.01, Philadelphia County, Pennsylvania","759"
"1500000US421010122013","Block Group 3, Census Tract 122.01, Philadelphia County, Pennsylvania","897"
"1500000US421010122031","Block Group 1, Census Tract 122.03, Philadelphia County, Pennsylvania","658"
"1500000US421010122041","Block Group 1, Census Tract 122.04, Philadelphia County, Pennsylvania","33"
"1500000US421010122042","Block Group 2, Census Tract 122.04, Philadelphia County, Pennsylvania","1347"
"1500000US421010122043","Block Group 3, Census Tract 122.04, Philadelphia County, Pennsylvania","935"
"1500000US421010122044","Block Group 4, Census Tract 122.04, Philadelphia County, Pennsylvania","1379"
"1500000US421010125011","Block Group 1, Census Tract 125.01, Philadelphia County, Pennsylvania","1498"
"1500000US421010125012","Block Group 2, Census Tract 125.01, Philadelphia County, Pennsylvania","4"
"1500000US421010125013","Block Group 3, Census Tract 125.01, Philadelphia County, Pennsylvania","615"
"1500000US421010125014","Block Group 4, Census Tract 125.01, Philadelphia County, Pennsylvania","818"
"1500000US421010125021","Block Group 1, Census Tract 125.02, Philadelphia County, Pennsylvania","957"
"1500000US421010125022","Block Group 2, Census Tract 125.02, Philadelphia County, Pennsylvania","2052"
"1500000US421010125023","Block Group 3, Census Tract 125.02, Philadelphia County, Pennsylvania","366"
"1500000US421010125024","Block Group 4, Census Tract 125.02, Philadelphia County, Pennsylvania","751"
"1500000US421010125025","Block Group 5, Census Tract 125.02, Philadelphia County, Pennsylvania","1015"
"1500000US421010131001","Block Group 1, Census Tract 131, Philadelphia County, Pennsylvania","1046"
"1500000US421010131002","Block Group 2, Census Tract 131, Philadelphia County, Pennsylvania","663"
"1500000US421010132001","Block Group 1, Census Tract 132, Philadelphia County, Pennsylvania","1262"
"1500000US421010132002","Block Group 2, Census Tract 132, Philadelphia County, Pennsylvania","136"
"1500000US421010132003","Block Group 3, Census Tract 132, Philadelphia County, Pennsylvania","1044"
"1500000US421010132004","Block Group 4, Census Tract 132, Philadelphia County, Pennsylvania","779"
"1500000US421010133001","Block Group 1, Census Tract 133, Philadelphia County, Pennsylvania","2041"
"1500000US421010133002","Block Group 2, Census Tract 133, Philadelphia County, Pennsylvania","1068"
"1500000US421010133003","Block Group 3, Census Tract 133, Philadelphia County, Pennsylvania","948"
"1500000US421010134011","Block Group 1, Census Tract 134.01, Philadelphia County, Pennsylvania","1295"
"1500000US421010134012","Block Group 2, Census Tract 134.01, Philadelphia County, Pennsylvania","1676"
"1500000US421010134021","Block Group 1, Census Tract 134.02, Philadelphia County, Pennsylvania","1127"
"1500000US421010134022","Block Group 2, Census Tract 134.02, Philadelphia County, Pennsylvania","750"
"1500000US421010134023","Block Group 3, Census Tract 134.02, Philadelphia County, Pennsylvania","1758"
"1500000US421010135001","Block Group 1, Census Tract 135, Philadelphia County, Pennsylvania","735"
"1500000US421010135002","Block Group 2, Census Tract 135, Philadelphia County, Pennsylvania","2205"
"1500000US421010135003","Block Group 3, Census Tract 135, Philadelphia County, Pennsylvania","1312"
"1500000US421010136011","Block Group 1, Census Tract 136.01, Philadelphia County, Pennsylvania","1289"
"1500000US421010136012","Block Group 2, Census Tract 136.01, Philadelphia County, Pennsylvania","1622"
"1500000US421010136021","Block Group 1, Census Tract 136.02, Philadelphia County, Pennsylvania","758"
"1500000US421010136022","Block Group 2, Census Tract 136.02, Philadelphia County, Pennsylvania","1290"
"1500000US421010136023","Block Group 3, Census Tract 136.02, Philadelphia County, Pennsylvania","1036"
"1500000US421010136024","Block Group 4, Census Tract 136.02, Philadelphia County, Pennsylvania","692"
"1500000US421010137011","Block Group 1, Census Tract 137.01, Philadelphia County, Pennsylvania","729"
"1500000US421010137012","Block Group 2, Census Tract 137.01, Philadelphia County, Pennsylvania","1393"
"1500000US421010137021","Block Group 1, Census Tract 137.02, Philadelphia County, Pennsylvania","730"
"1500000US421010137022","Block Group 2, Census Tract 137.02, Philadelphia County, Pennsylvania","1332"
"1500000US421010137023","Block Group 3, Census Tract 137.02, Philadelphia County, Pennsylvania","967"
"1500000US421010137024","Block Group 4, Census Tract 137.02, Philadelphia County, Pennsylvania","884"
"1500000US421010138001","Block Group 1, Census Tract 138, Philadelphia County, Pennsylvania","601"
"1500000US421010138002","Block Group 2, Census Tract 138, Philadelphia County, Pennsylvania","1525"
"1500000US421010139001","Block Group 1, Census Tract 139, Philadelphia County, Pennsylvania","467"
"1500000US421010139002","Block Group 2, Census Tract 139, Philadelphia County, Pennsylvania","1203"
"1500000US421010139003","Block Group 3, Census Tract 139, Philadelphia County, Pennsylvania","850"
"1500000US421010140001","Block Group 1, Census Tract 140, Philadelphia County, Pennsylvania","2253"
"1500000US421010140002","Block Group 2, Census Tract 140, Philadelphia County, Pennsylvania","887"
"1500000US421010140003","Block Group 3, Census Tract 140, Philadelphia County, Pennsylvania","2316"
"1500000US421010141001","Block Group 1, Census Tract 141, Philadelphia County, Pennsylvania","2160"
"1500000US421010141002","Block Group 2, Census Tract 141, Philadelphia County, Pennsylvania","928"
"1500000US421010142011","Block Group 1, Census Tract 142.01, Philadelphia County, Pennsylvania","1534"
"1500000US421010142012","Block Group 2, Census Tract 142.01, Philadelphia County, Pennsylvania","1963"
"1500000US421010142021","Block Group 1, Census Tract 142.02, Philadelphia County, Pennsylvania","1490"
"1500000US421010142022","Block Group 2, Census Tract 142.02, Philadelphia County, Pennsylvania","98"
"1500000US421010142023","Block Group 3, Census Tract 142.02, Philadelphia County, Pennsylvania","721"
"1500000US421010143001","Block Group 1, Census Tract 143, Philadelphia County, Pennsylvania","350"
"1500000US421010143002","Block Group 2, Census Tract 143, Philadelphia County, Pennsylvania","1587"
"1500000US421010144001","Block Group 1, Census Tract 144, Philadelphia County, Pennsylvania","865"
"1500000US421010144002","Block Group 2, Census Tract 144, Philadelphia County, Pennsylvania","1281"
"1500000US421010144003","Block Group 3, Census Tract 144, Philadelphia County, Pennsylvania","1978"
"1500000US421010144004","Block Group 4, Census Tract 144, Philadelphia County, Pennsylvania","987"
"1500000US421010145001","Block Group 1, Census Tract 145, Philadelphia County, Pennsylvania","1718"
"1500000US421010145002","Block Group 2, Census Tract 145, Philadelphia County, Pennsylvania","1000"
"1500000US421010146001","Block Group 1, Census Tract 146, Philadelphia County, Pennsylvania","2705"
"1500000US421010146002","Block Group 2, Census Tract 146, Philadelphia County, Pennsylvania","4772"
"1500000US421010147001","Block Group 1, Census Tract 147, Philadelphia County, Pennsylvania","1504"
"1500000US421010147002","Block Group 2, Census Tract 147, Philadelphia County, Pennsylvania","3277"
"1500000US421010148001","Block Group 1, Census Tract 148, Philadelphia County, Pennsylvania","1099"
"1500000US421010149001","Block Group 1, Census Tract 149, Philadelphia County, Pennsylvania","750"
"1500000US421010149002","Block Group 2, Census Tract 149, Philadelphia County, Pennsylvania","493"
"1500000US421010149003","Block Group 3, Census Tract 149, Philadelphia County, Pennsylvania","590"
"1500000US421010149004","Block Group 4, Census Tract 149, Philadelphia County, Pennsylvania","629"
"1500000US421010149005","Block Group 5, Census Tract 149, Philadelphia County, Pennsylvania","623"
"1500000US421010149006","Block Group 6, Census Tract 149, Philadelphia County, Pennsylvania","680"
"1500000US421010151011","Block Group 1, Census Tract 151.01, Philadelphia County, Pennsylvania","1057"
"1500000US421010151012","Block Group 2, Census Tract 151.01, Philadelphia County, Pennsylvania","1160"
"1500000US421010151021","Block Group 1, Census Tract 151.02, Philadelphia County, Pennsylvania","1488"
"1500000US421010151022","Block Group 2, Census Tract 151.02, Philadelphia County, Pennsylvania","731"
"1500000US421010151023","Block Group 3, Census Tract 151.02, Philadelphia County, Pennsylvania","1935"
"1500000US421010152001","Block Group 1, Census Tract 152, Philadelphia County, Pennsylvania","2310"
"1500000US421010152002","Block Group 2, Census Tract 152, Philadelphia County, Pennsylvania","1315"
"1500000US421010152003","Block Group 3, Census Tract 152, Philadelphia County, Pennsylvania","1884"
"1500000US421010153001","Block Group 1, Census Tract 153, Philadelphia County, Pennsylvania","2681"
"1500000US421010153002","Block Group 2, Census Tract 153, Philadelphia County, Pennsylvania","1114"
